coin,entry_time,exit_time,entry_price,exit_price,position_size,price_return,gross_pnl,fees,net_pnl,bankroll_after,trade_number
XRPUSDC,2024-11-16 12:00:00+00:00,2024-11-16 13:00:00+00:00,1.0497,1.1159,25.0,0.06306563780127637,1.5766409450319092,0.05157664094503191,1.5250643040868772,38.174770821201506,9
XRPUSDC,2024-11-16 13:00:00+00:00,2024-11-16 14:00:00+00:00,1.0611,1.1942,25.0,0.12543586843841298,3.1358967109603246,0.05313589671096033,3.0827608142493643,41.25753163545087,10
XRPUSDC,2024-11-16 16:00:00+00:00,2024-11-16 17:00:00+00:00,1.1094,1.1246,25.0,0.013701099693528127,0.3425274923382032,0.0503425274923382,0.292184964845865,41.54971660029673,11
XRPUSDC,2024-11-16 17:00:00+00:00,2024-11-16 18:00:00+00:00,1.1421,1.1752,25.0,0.028981700376499546,0.7245425094124887,0.050724542509412496,0.6738179669030762,42.223534567199806,12
XRPUSDC,2024-11-17 05:00:00+00:00,2024-11-17 06:00:00+00:00,1.0371,1.0654,25.0,0.02728762896538424,0.682190724134606,0.05068219072413461,0.6315085334104714,42.855043100610274,13
XRPUSDC,2024-11-17 12:00:00+00:00,2024-11-17 13:00:00+00:00,1.0366,1.1261,25.0,0.08633995755354056,2.158498938838514,0.05215849893883852,2.1063404398996752,44.96138354050995,14
XRPUSDC,2024-11-18 00:00:00+00:00,2024-11-18 01:00:00+00:00,1.0548,1.1255,25.0,0.06702692453545694,1.6756731133864236,0.05167567311338643,1.623997440273037,46.585380980782986,15
XRPUSDC,2024-11-22 00:00:00+00:00,2024-11-22 01:00:00+00:00,1.2482,1.353,25.0,0.08396090370132991,2.099022592533248,0.05209902259253325,2.0469235699407147,48.6323045507237,16
XRPUSDC,2024-11-24 15:00:00+00:00,2024-11-24 16:00:00+00:00,1.3669,1.3532,25.0,-0.010022679054795557,-0.2505669763698889,0.049749433023630114,-0.300316409393519,48.331988141330186,17
XRPUSDC,2024-11-24 17:00:00+00:00,2024-11-24 18:00:00+00:00,1.3525,1.3975,25.0,0.033271719038816955,0.8317929759704239,0.05083179297597042,0.7809611829944535,49.11294932432464,18
XRPUSDC,2024-12-01 16:00:00+00:00,2024-12-01 17:00:00+00:00,1.9031,1.9303,25.0,0.014292470180232195,0.3573117545058049,0.05035731175450581,0.3069544427512991,49.41990376707594,19
XRPUSDC,2024-12-01 17:00:00+00:00,2024-12-01 18:00:00+00:00,1.9126,1.9716,25.0,0.030848060232144692,0.7712015058036173,0.050771201505803616,0.7204303042978137,50.14033407137375,20
XRPUSDC,2024-12-01 18:00:00+00:00,2024-12-01 19:00:00+00:00,1.9296,2.127,25.0,0.10230099502487552,2.5575248756218882,0.05255752487562189,2.5049673507462664,52.64530142212001,21
XRPUSDC,2024-12-01 22:00:00+00:00,2024-12-01 23:00:00+00:00,2.1748,2.2967,25.0,0.05605113113849555,1.4012782784623887,0.05140127827846239,1.3498770001839264,53.99517842230394,22
XRPUSDC,2024-12-02 08:00:00+00:00,2024-12-02 09:00:00+00:00,2.441,2.352,25.0,-0.0364604670217124,-0.91151167554281,0.0490884883244572,-0.9606001638672672,53.03457825843667,23
XRPUSDC,2024-12-02 12:00:00+00:00,2024-12-02 13:00:00+00:00,2.3152,2.4278,25.0,0.04863510711817555,1.2158776779543887,0.051215877677954394,1.1646618002764344,54.1992400587131,24
XRPUSDC,2024-12-02 13:00:00+00:00,2024-12-02 14:00:00+00:00,2.3499,2.6192,25.0,0.1146006213030343,2.8650155325758577,0.05286501553257586,2.812150517043282,57.01139057575638,25
XRPUSDC,2024-12-02 14:00:00+00:00,2024-12-02 15:00:00+00:00,2.4262,2.7014,25.0,0.11342840656170138,2.8357101640425344,0.05283571016404254,2.7828744538784917,59.79426502963487,26
XRPUSDC,2024-12-03 02:00:00+00:00,2024-12-03 03:00:00+00:00,2.6845,2.7729,25.0,0.03292978208232447,0.8232445520581118,0.05082324455205811,0.7724213075060536,60.56668633714092,27
XRPUSDC,2024-12-10 17:00:00+00:00,2024-12-10 18:00:00+00:00,2.0838,2.0177,25.0,-0.031720894519627625,-0.7930223629906906,0.04920697763700931,-0.8422293406276999,59.724456996513226,28
XRPUSDC,2024-12-10 18:00:00+00:00,2024-12-10 19:00:00+00:00,1.9329,2.1252,25.0,0.09948781623467325,2.487195405866831,0.052487195405866834,2.4347082104609643,62.15916520697419,29
XRPUSDC,2024-12-10 19:00:00+00:00,2024-12-10 20:00:00+00:00,2.018,2.2966,25.0,0.13805748265609535,3.451437066402384,0.05345143706640239,3.3979856293359814,65.55715083631017,30
XRPUSDC,2024-12-20 11:00:00+00:00,2024-12-20 12:00:00+00:00,2.06,2.1523,25.0,0.04480582524271836,1.120145631067959,0.05112014563106796,1.069025485436891,66.62617632174707,31
XRPUSDC,2024-12-30 16:00:00+00:00,2024-12-30 17:00:00+00:00,2.0205,2.0763,25.0,0.02761692650334057,0.6904231625835142,0.050690423162583514,0.6397327394209307,67.265909061168,32
XRPUSDC,2025-01-15 00:00:00+00:00,2025-01-15 01:00:00+00:00,2.6669,2.7906,25.0,0.04638344144887319,1.1595860362218298,0.05115958603622184,1.108426450185608,68.3743355113536,33
XRPUSDC,2025-01-15 12:00:00+00:00,2025-01-15 13:00:00+00:00,2.7595,2.8608,25.0,0.03670954883130992,0.917738720782748,0.05091773872078275,0.8668209820619652,69.24115649341557,34
XRPUSDC,2025-01-15 13:00:00+00:00,2025-01-15 14:00:00+00:00,2.7635,2.8649,25.0,0.03669259996381398,0.9173149990953495,0.05091731499909535,0.8663976840962542,70.10755417751183,35
XRPUSDC,2025-01-15 14:00:00+00:00,2025-01-15 15:00:00+00:00,2.8609,2.9708,25.0,0.03841448495228778,0.9603621238071945,0.050960362123807196,0.9094017616833874,71.01695593919521,36
XRPUSDC,2025-02-02 18:00:00+00:00,2025-02-02 19:00:00+00:00,2.5721,2.6685,25.0,0.03747910267874501,0.9369775669686253,0.05093697756696863,0.8860405894016568,71.90299652859687,37
XRPUSDC,2025-02-03 02:00:00+00:00,2025-02-03 03:00:00+00:00,2.0955,2.2607,25.0,0.07883560009544262,1.9708900023860654,0.05197089000238607,1.9189191123836793,73.82191564098055,38
XRPUSDC,2025-02-03 04:00:00+00:00,2025-02-03 05:00:00+00:00,2.2603,2.2944,25.0,0.0150864929434146,0.377162323585365,0.05037716232358537,0.32678516126177964,74.14870080224233,39
XRPUSDC,2025-02-03 05:00:00+00:00,2025-02-03 06:00:00+00:00,2.1407,2.3188,25.0,0.08319708506563281,2.07992712664082,0.05207992712664082,2.0278471995141794,76.17654800175652,40
XRPUSDC,2025-02-03 06:00:00+00:00,2025-02-03 07:00:00+00:00,2.2933,2.4311,25.0,0.060088082675620255,1.5022020668905063,0.05150220206689051,1.4506998648236158,77.62724786658013,41
XRPUSDC,2025-02-03 14:00:00+00:00,2025-02-03 15:00:00+00:00,2.3416,2.5566,25.0,0.0918175606422958,2.295439016057395,0.05229543901605739,2.2431435770413377,79.87039144362147,42
XRPUSDC,2025-02-25 11:00:00+00:00,2025-02-25 12:00:00+00:00,2.1289,2.2726,25.0,0.06749964770538795,1.6874911926346987,0.0516874911926347,1.635803701442064,81.50619514506353,43
XRPUSDC,2025-03-02 14:00:00+00:00,2025-03-02 15:00:00+00:00,2.2547,2.5984,25.0,0.1524371313256751,3.8109282831418776,0.05381092828314188,3.7571173548587358,85.26331249992226,44
XRPUSDC,2025-03-03 08:00:00+00:00,2025-03-03 09:00:00+00:00,2.689,2.5731,25.0,-0.043101524730383,-1.077538118259575,0.04892246188174043,-1.1264605801413152,84.13685191978095,45
XRPUSDC,2025-03-03 09:00:00+00:00,2025-03-03 10:00:00+00:00,2.5928,2.6635,25.0,0.027267818574514033,0.6816954643628508,0.05068169546436285,0.6310137688984879,84.76786568867944,46
XRPUSDC,2025-03-03 21:00:00+00:00,2025-03-03 22:00:00+00:00,2.4088,2.4053,25.0,-0.001453005645964728,-0.036325141149118195,0.049963674858850886,-0.08628881600796909,84.68157687267147,47
XRPUSDC,2025-03-19 12:00:00+00:00,2025-03-19 13:00:00+00:00,2.3363,2.5242,25.0,0.0804263151136412,2.0106578778410302,0.05201065787784104,1.9586472199631892,86.64022409263465,48
XRPUSDC,2025-04-07 07:00:00+00:00,2025-04-07 08:00:00+00:00,1.6529,1.7644,25.0,0.06745719644261597,1.6864299110653993,0.05168642991106541,1.634743481154334,88.27496757378898,49
XRPUSDC,2025-04-07 08:00:00+00:00,2025-04-07 09:00:00+00:00,1.6768,1.7503,25.0,0.04383349236641215,1.0958373091603038,0.0510958373091603,1.0447414718511434,89.31970904564012,50
XRPUSDC,2025-04-07 12:00:00+00:00,2025-04-07 13:00:00+00:00,1.7646,1.87,25.0,0.05973025048169566,1.4932562620423915,0.05149325626204239,1.441763005780349,90.76147205142047,51
XRPUSDC,2025-04-09 16:00:00+00:00,2025-04-09 17:00:00+00:00,1.8276,2.0696,25.0,0.13241409498796236,3.310352374699059,0.05331035237469906,3.25704202232436,94.01851407374483,52
XRPUSDC,2025-06-23 21:00:00+00:00,2025-06-23 22:00:00+00:00,2.0779,2.1599,25.0,0.03946291929351742,0.9865729823379354,0.05098657298233794,0.9355864093555974,94.95410048310042,53
XRPUSDC,2025-07-11 12:00:00+00:00,2025-07-11 13:00:00+00:00,2.6298,2.8016,25.0,0.06532816183740216,1.6332040459350539,0.051633204045935056,1.5815708418891188,96.53567132498954,54
XRPUSDC,2025-07-12 00:00:00+00:00,2025-07-12 01:00:00+00:00,2.7334,2.8243,25.0,0.033255286456427884,0.8313821614106971,0.0508313821614107,0.7805507792492864,97.31622210423882,55
XRPUSDC,2025-07-17 20:00:00+00:00,2025-07-17 21:00:00+00:00,3.3074,3.5146,25.0,0.06264739674668933,1.5661849186672332,0.05156618491866724,1.514618733748566,98.83084083798738,56
XRPUSDC,2025-07-24 13:00:00+00:00,2025-07-24 14:00:00+00:00,3.1631,3.2447,25.0,0.025797477158483732,0.6449369289620933,0.05064493692896209,0.5942919920331312,99.42513283002052,57
XRPUSDC,2025-08-07 20:00:00+00:00,2025-08-07 21:00:00+00:00,3.103,3.2504,25.0,0.04750241701579109,1.1875604253947771,0.05118756042539478,1.1363728649693823,100.5615056949899,58
XRPUSDC,2025-08-22 13:00:00+00:00,2025-08-22 14:00:00+00:00,2.8076,3.004,25.0,0.06995298475566325,1.7488246188915813,0.05174882461889158,1.6970757942726897,102.2585814892626,59
